order_id,order_date,customer_id,channel,country,items,order_value,discount,is_return
9344067,2025-12-10,39747,mobile,AU,2,208.21046073977868,0.22322632945894627,0
9344068,2025-12-10,45623,partner,US,3,23.030963135879162,0.3567904867810186,0
9344069,2025-12-10,48578,web,US,4,42.50028373706917,0.36022982594844116,0
9344070,2025-12-10,22403,mobile,US,3,51.005487571762785,0.13895830771025333,0
9344071,2025-12-10,39235,partner,US,2,56.17681430041704,0.07417265671691357,0
9344072,2025-12-10,30078,mobile,CA,3,76.14500464336314,0.021921062823551163,0
9344073,2025-12-10,29750,web,US,6,22.321008863862403,0.12850812657749444,0
9344074,2025-12-10,43733,web,US,2,26.957087560362083,0.16747387738463704,1
9344075,2025-12-10,18340,mobile,AU,3,28.002608025273343,0.0682691282498602,0
9344076,2025-12-10,8800,mobile,US,5,26.834969179521426,0.038144914810013524,0
9344077,2025-12-10,625,mobile,US,6,35.64809515914813,0.16451864790932857,1
9344078,2025-12-10,42881,mobile,AU,5,36.142901195020855,0.17107761954438475,0
9344079,2025-12-10,2775,web,US,5,29.9713839023652,0.2652770694257862,0
9344080,2025-12-10,33073,store,US,2,62.25264785809807,0.19641199592382938,0
9344081,2025-12-10,47111,partner,US,7,35.83720374196716,0.4296692228736762,1
9344082,2025-12-10,44835,web,US,4,71.26602443470416,0.2800137698893839,0
9344083,2025-12-10,47914,web,DE,3,40.749678906588166,0.12609519553088283,0
9344084,2025-12-10,33249,mobile,US,2,55.222112526572516,0.24067153099392224,0
9344085,2025-12-10,43892,mobile,AU,7,64.63828981225893,0.42197649426208605,0
9344086,2025-12-10,43130,mobile,CA,5,57.81511777003147,0.1667465877044228,0
9344087,2025-12-10,21228,web,US,1,16.63855725328588,0.09833600217040601,0
9344088,2025-12-10,13823,store,US,1,20.744592920710144,0.1987511982254148,0
9344089,2025-12-10,17571,web,DE,2,32.275330982747995,0.1491392632039243,0
9344090,2025-12-10,44252,mobile,US,3,19.826974992957517,0.4198445126701252,0
9344091,2025-12-10,41183,mobile,AU,4,69.14221077080828,0.33075985050536366,0
9344092,2025-12-10,351,web,DE,3,47.29662001111953,0.15254596709045207,0
9344093,2025-12-10,17004,web,GB,2,73.34728645088221,0.08893152373658281,0
