order_id,order_date,customer_id,channel,country,items,order_value,discount,is_return
7698257,2025-12-14,36083,mobile,US,2,40.43759583964142,0.19011331038659768,0
7698258,2025-12-14,10687,web,AU,2,27.662176094684483,0.12520198022768825,0
7698259,2025-12-14,35134,mobile,US,3,69.54239937867546,0.18476356015531026,0
7698260,2025-12-14,2754,mobile,US,4,74.9369351052061,0.4737949265158628,0
7698261,2025-12-14,40008,mobile,AU,4,25.896256333989943,0.14654257086733952,1
7698262,2025-12-14,46242,partner,US,2,27.05159419202689,0.05251042620967174,0
7698263,2025-12-14,18935,web,US,5,12.040076984919194,0.13093068387633242,0
7698264,2025-12-14,34262,mobile,CA,3,32.752167280539126,0.09922815052227889,0
7698265,2025-12-14,36457,store,DE,1,87.83150323588865,0.0886814867133186,0
7698266,2025-12-14,33901,mobile,US,5,55.46114746703699,0.12199772933067096,0
7698267,2025-12-14,9587,mobile,GB,4,77.88542407496396,0.1773374371637422,1
7698268,2025-12-14,38271,mobile,US,2,51.58807777520648,0.6221355201477252,0
7698269,2025-12-14,18523,mobile,US,3,126.51531735762856,0.08987486893348022,0
7698270,2025-12-14,7115,store,US,4,68.10699018816746,0.15196457972687705,1
7698271,2025-12-14,21926,store,US,3,21.38021923020231,0.04589699727071553,0
7698272,2025-12-14,9452,web,GB,2,13.472744594558419,0.42974985858310516,0
7698273,2025-12-14,33117,web,GB,4,32.401141533967795,0.04117595162834032,0
7698274,2025-12-14,35562,mobile,US,4,35.39908941340284,0.0715744673149396,0
7698275,2025-12-14,3130,mobile,US,4,31.835851182998617,0.1864980532524885,0
7698276,2025-12-14,45738,web,US,1,24.161649874244198,0.07109286711185538,0
7698277,2025-12-14,22551,mobile,US,5,42.96141787252693,0.11331724332426986,0
7698278,2025-12-14,25500,mobile,GB,4,38.925644832715214,0.22717208471957506,1
7698279,2025-12-14,43553,mobile,DE,3,20.12977405088995,0.3300055539406382,1
7698280,2025-12-14,17160,web,AU,5,84.14589147961641,0.034945980510358556,0
7698281,2025-12-14,9531,web,US,7,60.155479414329086,0.38660667958842587,0
7698282,2025-12-14,26875,mobile,AU,4,54.58133776279322,0.2505644127959376,0
7698283,2025-12-14,7117,web,US,4,12.897415875559943,0.1647758212786177,0
7698284,2025-12-14,34446,web,AU,5,13.65974825764966,0.08719740110362696,0
7698285,2025-12-14,25015,partner,CA,4,74.0923299971982,0.1767774658397401,0
7698286,2025-12-14,14468,mobile,US,4,59.203038210727975,0.12509750067609682,0
7698287,2025-12-14,16641,web,US,5,63.91578675627478,0.11300576302072658,1
7698288,2025-12-14,25149,mobile,DE,2,25.261989738722786,0.2592275498420229,0
7698289,2025-12-14,39280,mobile,US,5,16.616153379800352,0.15086312332856794,0
7698290,2025-12-14,37297,web,AU,3,85.70833441694444,0.31631084724268493,1
7698291,2025-12-14,4580,mobile,US,4,35.2375735298458,0.13110195685001177,0
7698292,2025-12-14,37738,mobile,US,2,21.60244419933907,0.1350262134457605,1
7698293,2025-12-14,15180,mobile,US,1,21.8209827599855,0.174056926406827,0
7698294,2025-12-14,23971,web,US,4,28.347334124402007,0.08384092566775994,0
7698295,2025-12-14,12465,partner,US,4,36.087123792694264,0.10617266154515709,0
7698296,2025-12-14,25882,web,US,3,60.56535118455235,0.1325678285812125,1
7698297,2025-12-14,28767,web,US,3,41.947701547032246,0.17910559077883545,0
7698298,2025-12-14,21463,web,US,4,44.06917026004524,0.36640805802248,1
7698299,2025-12-14,43729,partner,US,5,39.51288329701753,0.22056308133508473,1
7698300,2025-12-14,22107,mobile,AU,2,48.895820403881274,0.17077296632369895,0
7698301,2025-12-14,27818,mobile,GB,3,24.08266288154369,0.2660977610462941,0
7698302,2025-12-14,25203,web,US,1,144.03304588658577,0.07866719748664651,0
7698303,2025-12-14,20619,mobile,US,3,66.32241510317847,0.31642226317226546,0
7698304,2025-12-14,33876,partner,US,3,33.91684934252994,0.2927477354094609,1
7698305,2025-12-14,17507,mobile,GB,2,67.97764933225166,0.3359263071928905,0
7698306,2025-12-14,8544,web,US,4,34.30974097623917,0.10755345755106381,0
7698307,2025-12-14,1221,web,DE,3,54.57270638718501,0.10308678526583971,0
7698308,2025-12-14,45596,web,US,7,83.27075136278,0.057616908024385634,0
