order_id,order_date,customer_id,channel,country,items,order_value,discount,is_return
1197936,2025-12-08,19923,store,US,1,24.801999697504222,0.08612302231705989,0
1197937,2025-12-08,11500,mobile,US,2,45.77503607382445,0.29391364142969406,0
1197938,2025-12-08,33042,web,US,2,23.035150796408185,0.20187438628445775,0
1197939,2025-12-08,13434,web,US,2,44.87619427783639,0.19994243167949344,0
1197940,2025-12-08,18468,mobile,US,2,107.6919114448562,0.08353594653029305,0
1197941,2025-12-08,586,partner,GB,3,56.911560847339935,0.3724465657399275,0
1197942,2025-12-08,8293,web,US,3,22.119162347598344,0.1748087280551054,0
1197943,2025-12-08,48439,web,US,3,13.611786979817326,0.034886717154185815,0
1197944,2025-12-08,26040,web,US,4,23.427531981280254,0.09466265752761703,0
1197945,2025-12-08,32465,mobile,CA,4,52.61655247829767,0.3286261316058583,0
1197946,2025-12-08,21261,web,US,5,41.51025383295067,0.2323100674519415,0
1197947,2025-12-08,8093,store,AU,1,42.42231620123182,0.12114230941173704,0
1197948,2025-12-08,42558,web,AU,5,6.783350536833882,0.04737589300793052,0
1197949,2025-12-08,10635,store,US,3,102.13830786596621,0.146732168187484,0
1197950,2025-12-08,31653,web,US,4,17.238406171965558,0.39701949383364393,0
1197951,2025-12-08,26044,mobile,DE,7,49.490186810720864,0.23978550197849505,0
1197952,2025-12-08,27949,web,AU,3,23.299805225755478,0.21124744723548655,0
1197953,2025-12-08,23467,store,DE,4,32.303700545955444,0.2703707408038957,0
1197954,2025-12-08,35927,web,US,2,38.02338098707012,0.24771335491501123,0
1197955,2025-12-08,46439,mobile,US,3,116.28344723300509,0.06691948314612851,0
1197956,2025-12-08,9301,web,US,2,26.813198171530033,0.18065935739966268,0
1197957,2025-12-08,42818,web,US,2,19.66204155812985,0.29538042444536705,0
1197958,2025-12-08,40881,partner,CA,4,24.130438950921707,0.11100671290103101,0
1197959,2025-12-08,22297,mobile,US,2,50.5962247077864,0.47074039625329583,1
1197960,2025-12-08,47106,web,US,1,35.70137479352388,0.08882381658047375,0
1197961,2025-12-08,182,mobile,US,3,23.024694440244996,0.28262325438011143,0
1197962,2025-12-08,2209,web,US,2,15.969271293839444,0.2525481368155424,0
1197963,2025-12-08,15531,mobile,AU,3,31.547298238439602,0.1164492354801302,0
1197964,2025-12-08,16230,mobile,US,6,60.561718114152356,0.10616548645887348,0
1197965,2025-12-08,32001,mobile,US,1,36.119796026056015,0.11852808405117225,0
1197966,2025-12-08,4279,web,US,4,40.333026669150954,0.18869579319641444,0
1197967,2025-12-08,7444,mobile,CA,4,33.10502730482751,0.015911108175994695,0
1197968,2025-12-08,21527,mobile,US,1,45.7271847904552,0.44332989067241774,0
1197969,2025-12-08,34928,mobile,DE,6,70.89065330729044,0.125662061460238,0
1197970,2025-12-08,32565,partner,US,5,17.257336864372007,0.11623987438905607,0
1197971,2025-12-08,7395,partner,US,3,11.34846131498899,0.17745583872849974,0
1197972,2025-12-08,22666,store,GB,4,69.0225249758794,0.014015491952144358,0
1197973,2025-12-08,22107,web,CA,2,41.94139675354698,0.20197131951696526,0
1197974,2025-12-08,19065,partner,US,3,42.74290749231448,0.1806713268420235,0
1197975,2025-12-08,2393,store,GB,4,52.18119139841842,0.316551141064496,0
1197976,2025-12-08,46747,web,GB,5,34.400812391445086,0.176483232986521,0
1197977,2025-12-08,18398,web,US,5,73.13005339457492,0.17419834680613594,0
1197978,2025-12-08,43009,web,US,2,40.98285092920785,0.08176278766028444,0
1197979,2025-12-08,28932,web,US,2,24.47709499425934,0.2836948856415269,0
1197980,2025-12-08,7283,mobile,GB,3,121.8281773615352,0.10440066670889168,0
1197981,2025-12-08,9547,mobile,US,2,28.24897626971073,0.2937602471451098,0
1197982,2025-12-08,35245,web,US,5,75.37215626366556,0.3610292830729241,0
1197983,2025-12-08,21328,web,US,3,40.52417204917327,0.17633118431094988,0
1197984,2025-12-08,48661,mobile,US,3,57.816324119206435,0.041938202262225686,1
1197985,2025-12-08,39618,partner,US,3,42.17225190169455,0.1053107960503774,0
1197986,2025-12-08,26610,partner,US,5,37.05483609137777,0.18742904110056322,1
1197987,2025-12-08,152,mobile,US,4,157.03489245193737,0.0883934478242657,0
