order_id,order_date,customer_id,channel,country,items,order_value,discount,is_return
9042539,2025-12-15,15444,mobile,CA,2,28.80823518037001,0.15560671814767152,0
9042540,2025-12-15,44378,mobile,DE,5,20.60726002307718,0.2050643220291058,0
9042541,2025-12-15,13528,web,US,5,39.639424889340404,0.17304720486461334,0
9042542,2025-12-15,33046,mobile,US,3,47.02310606121024,0.3890659460209635,0
9042543,2025-12-15,12105,web,US,4,52.65349686568561,0.3881218608612707,0
9042544,2025-12-15,23995,partner,US,3,34.964062161552334,0.2706233143598653,0
9042545,2025-12-15,9682,web,US,5,48.540297106327245,0.13084831708734893,0
9042546,2025-12-15,24500,store,US,1,37.99514612442145,0.07088548662501006,0
9042547,2025-12-15,18669,web,US,5,20.37260078429617,0.22846350462046455,0
9042548,2025-12-15,38669,mobile,US,5,86.10359411779578,0.16891388047074976,0
9042549,2025-12-15,35728,mobile,US,3,30.370961499346564,0.2904094901878681,0
9042550,2025-12-15,40682,mobile,DE,2,27.408748383951515,0.10880559301504751,0
9042551,2025-12-15,40624,mobile,US,4,29.911880006836565,0.030327455238043272,0
9042552,2025-12-15,49204,mobile,US,5,8.264155523649453,0.11255996877842624,0
9042553,2025-12-15,37193,web,US,7,30.7251587114934,0.08407726142591393,0
9042554,2025-12-15,39272,web,DE,3,65.27246316338346,0.18310938552697945,0
9042555,2025-12-15,24470,mobile,US,5,71.99818514526925,0.25869866075455905,0
9042556,2025-12-15,33913,mobile,US,3,19.009096784354828,0.06539110792889333,0
9042557,2025-12-15,40929,mobile,US,2,39.03641060834613,0.36387350826671055,0
9042558,2025-12-15,788,web,US,4,37.152094553287625,0.287632514374373,0
9042559,2025-12-15,10126,mobile,AU,4,38.57514904333734,0.2375543909993948,0
9042560,2025-12-15,17668,web,US,6,104.60910044016408,0.22547065059339438,0
9042561,2025-12-15,35501,web,GB,3,99.85897063303635,0.04217337517684183,0
9042562,2025-12-15,25617,mobile,US,2,57.26174237183416,0.23498814942645407,0
9042563,2025-12-15,48890,store,US,3,25.969903272028752,0.12110769266471011,0
9042564,2025-12-15,12939,store,US,6,29.66052365332964,0.3689828606594093,0
9042565,2025-12-15,2839,web,GB,1,10.688421390304487,0.26435554380678405,0
9042566,2025-12-15,17928,mobile,US,4,50.2404902565868,0.15966435750786473,0
9042567,2025-12-15,34736,mobile,US,4,42.606907763474084,0.09888732907132325,0
9042568,2025-12-15,34945,mobile,GB,2,41.637000261159756,0.4857614797432945,1
9042569,2025-12-15,25843,mobile,CA,3,29.96984655769831,0.10698481082008837,0
9042570,2025-12-15,43601,mobile,CA,3,49.24880661535477,0.095746232360278,0
9042571,2025-12-15,23558,partner,GB,7,47.875247841956195,0.3340668292881478,0
9042572,2025-12-15,33399,web,GB,4,36.75424699902861,0.1078201356999343,0
9042573,2025-12-15,39753,mobile,US,2,78.31154231883202,0.38420082009216816,0
9042574,2025-12-15,18421,store,US,5,84.2109202673082,0.06741110723000773,0
9042575,2025-12-15,34886,web,CA,2,32.69043306651517,0.22268737559675872,0
9042576,2025-12-15,16026,store,US,4,18.560296889377767,0.25664684053378845,0
9042577,2025-12-15,34200,mobile,US,1,21.33738235228886,0.41047379578956616,0
9042578,2025-12-15,44055,web,US,7,35.07162550416374,0.19079201399807139,0
9042579,2025-12-15,17717,store,US,3,17.9774346323294,0.1381219215561395,0
9042580,2025-12-15,25038,web,CA,4,30.30567402874449,0.06016975414283803,0
9042581,2025-12-15,42911,mobile,DE,7,25.324095836214994,0.16552080678051875,0
9042582,2025-12-15,14866,web,US,3,48.035422883865316,0.39881529814897915,0
9042583,2025-12-15,34504,web,US,3,142.1201385949298,0.35497688824564694,0
9042584,2025-12-15,32000,partner,US,5,23.86101481941772,0.1465875850769776,0
9042585,2025-12-15,13819,web,US,3,20.021815046789744,0.0697501813296432,1
9042586,2025-12-15,33600,web,US,6,95.10342751858768,0.24619498407117363,0
9042587,2025-12-15,39460,mobile,US,5,44.85167058245318,0.11737069831889016,0
9042588,2025-12-15,48521,web,CA,4,66.68566822233835,0.2519782544655845,0
9042589,2025-12-15,49130,web,CA,1,25.99498742861665,0.1639162071056798,1
9042590,2025-12-15,3218,mobile,US,4,24.454635011082,0.36901642897675907,0
9042591,2025-12-15,605,partner,US,1,26.94161737815019,0.24953650583189632,0
9042592,2025-12-15,44197,mobile,US,2,61.22822606746676,0.08477463518013607,0
9042593,2025-12-15,972,web,US,5,36.10985067574169,0.13364191879721607,0
9042594,2025-12-15,7734,web,AU,5,89.03783367772903,0.22322453835701994,1
9042595,2025-12-15,35488,web,US,4,62.62118665807773,0.2136250596559945,0
9042596,2025-12-15,19703,mobile,AU,5,32.98016458684958,0.14426022871285382,0
9042597,2025-12-15,47738,web,DE,2,43.80342413735668,0.4804858870567606,0
9042598,2025-12-15,19107,web,US,6,17.58616489856182,0.13888149913865552,0
9042599,2025-12-15,47450,web,US,2,44.13946272555055,0.3426567515632904,0
9042600,2025-12-15,41411,mobile,US,6,33.6257863113889,0.36998402465831715,0
9042601,2025-12-15,6404,web,US,8,44.66235471051938,0.4239068412399155,0
9042602,2025-12-15,28882,mobile,US,4,17.390230853706534,0.10290740109980596,0
9042603,2025-12-15,12797,web,US,5,20.959943396315104,0.362946750682173,0
9042604,2025-12-15,1726,web,US,5,20.22765198876091,0.13258125872418292,0
9042605,2025-12-15,48785,mobile,US,4,40.5803639598275,0.44361062310096566,0
9042606,2025-12-15,34135,partner,AU,4,71.88466511471107,0.06436677116252901,0
9042607,2025-12-15,27206,web,AU,2,255.50825088796154,0.1552001892274693,1
9042608,2025-12-15,44292,mobile,US,3,25.11466727665906,0.04145183185016833,0
9042609,2025-12-15,7143,mobile,US,1,23.721498946344557,0.4450125280112104,0
9042610,2025-12-15,28868,mobile,US,1,55.623088808068665,0.13309153930800424,0
9042611,2025-12-15,43172,mobile,US,3,28.64579798823599,0.07087742016309938,1
9042612,2025-12-15,17494,mobile,US,2,11.466281822231178,0.41061993732698276,0
9042613,2025-12-15,42418,web,AU,7,30.20094087787959,0.1959680833773273,0
9042614,2025-12-15,14144,mobile,US,2,14.983854392108395,0.22005324752114222,0
9042615,2025-12-15,42569,web,US,4,22.357225811258793,0.20546136570645807,1
9042616,2025-12-15,26198,mobile,US,5,49.45310633499543,0.5842717627819487,1
9042617,2025-12-15,2933,web,US,7,48.95111217852752,0.4829477123774056,0
9042618,2025-12-15,32584,web,US,5,66.04748234007297,0.17636973988322902,0
9042619,2025-12-15,20069,web,AU,7,22.32343392563973,0.359817611998323,0
9042620,2025-12-15,36713,mobile,US,4,37.11733112903532,0.5585656334083576,0
9042621,2025-12-15,21266,mobile,US,1,24.42722467716746,0.29834555482048963,0
9042622,2025-12-15,46946,store,US,4,36.1948544350153,0.4048778295748431,1
9042623,2025-12-15,3700,web,AU,2,49.55339840013853,0.14700587434021242,0
9042624,2025-12-15,42474,mobile,US,3,15.166672195308333,0.20493971131247296,0
9042625,2025-12-15,39947,partner,GB,2,57.01700891497979,0.14202186679951756,0
9042626,2025-12-15,4872,web,US,3,60.513097410344116,0.2794162720822461,0
9042627,2025-12-15,30384,web,US,1,19.554521367185234,0.10313307599873398,0
9042628,2025-12-15,41434,partner,US,4,18.191090129515217,0.35300924308531256,0
9042629,2025-12-15,20323,partner,CA,6,58.99678844615432,0.3265692906530156,0
9042630,2025-12-15,30249,web,US,4,71.69845700108148,0.07868505427871197,0
9042631,2025-12-15,29805,mobile,US,3,25.356251668409023,0.06451090282777157,0
9042632,2025-12-15,13852,mobile,US,2,24.155344812238077,0.1431535690814732,0
9042633,2025-12-15,27216,mobile,US,4,70.14617823760237,0.25704515353242696,0
9042634,2025-12-15,46297,partner,US,6,39.14458541254434,0.11983254951219502,0
9042635,2025-12-15,46317,partner,US,1,101.37168313729988,0.18871379362979226,0
9042636,2025-12-15,7306,mobile,CA,5,38.56168878621314,0.38769638828130076,0
9042637,2025-12-15,22783,web,US,3,70.77844542948733,0.14674259300152637,0
9042638,2025-12-15,3248,web,US,7,28.691897980628223,0.2432851176555685,0
9042639,2025-12-15,6226,partner,US,3,24.676046550889758,0.20683362748891418,1
9042640,2025-12-15,22008,partner,US,3,39.16549864486919,0.022915491192072784,0
9042641,2025-12-15,27959,mobile,CA,4,41.70387471635351,0.29589137837924967,0
9042642,2025-12-15,37859,partner,US,3,62.32493004888017,0.2020725652722589,0
9042643,2025-12-15,48723,store,US,3,48.22214737879669,0.09321607943686828,0
9042644,2025-12-15,36846,store,US,3,75.25073435911207,0.1607914296620133,0
9042645,2025-12-15,26289,web,US,1,39.45490211245072,0.18034343082121757,0
9042646,2025-12-15,22711,store,US,1,45.285496214846226,0.1571932432923613,0
9042647,2025-12-15,14630,web,US,3,78.93612807398668,0.20722155173368192,0
9042648,2025-12-15,3569,mobile,US,10,41.17446412293954,0.41274814687272426,0
9042649,2025-12-15,41584,web,US,3,136.7562733168433,0.2003346157212839,0
9042650,2025-12-15,94,web,US,4,128.54284568777936,0.013273250255614414,0
9042651,2025-12-15,41641,mobile,US,1,42.03215685805596,0.18866869680166456,0
