order_id,order_date,customer_id,channel,country,items,order_value,discount,is_return
1867826,2025-12-08,15514,web,US,4,27.687301170539875,0.058320609061198174,0
1867827,2025-12-08,43631,partner,US,4,34.118147389343626,0.14582912021360842,0
1867828,2025-12-08,49831,mobile,GB,1,20.908382572511034,0.07018956669569602,0
1867829,2025-12-08,1871,web,AU,3,42.15859703449006,0.0977241515092034,0
1867830,2025-12-08,31917,web,US,3,23.377329995328942,0.1860975113182481,0
1867831,2025-12-08,30704,web,US,4,82.38060759389883,0.07945633030048217,0
1867832,2025-12-08,21436,mobile,US,3,66.23654706100264,0.05733836360581396,0
1867833,2025-12-08,10069,partner,GB,3,67.29671751175609,0.027916432692327246,0
1867834,2025-12-08,41841,mobile,CA,4,12.790495119125668,0.10649948752050764,0
1867835,2025-12-08,44180,web,US,2,50.75403866290814,0.06644166267333215,1
1867836,2025-12-08,44927,mobile,US,4,29.064385158298983,0.05089706384563534,0
1867837,2025-12-08,3347,web,US,3,75.52596505360175,0.15408998469795862,0
1867838,2025-12-08,11413,web,US,7,76.0508187753205,0.06429533746965858,0
1867839,2025-12-08,3678,mobile,US,2,42.88454621107752,,0
1867840,2025-12-08,17365,mobile,US,4,94.91414246683526,0.2583127436998689,0
1867841,2025-12-08,6078,web,US,1,87.8564484360617,,0
1867842,2025-12-08,5852,mobile,US,3,22.7560092249526,,0
1867843,2025-12-08,17574,mobile,AU,4,47.432927900973354,0.1250431007973086,0
1867844,2025-12-08,19108,mobile,CA,3,18.176604510583857,0.45993292486467896,0
1867845,2025-12-08,14263,web,US,4,20.469696440163954,0.2108226757478045,0
1867846,2025-12-08,7492,mobile,AU,4,39.56869624158358,0.0675874630754478,0
1867847,2025-12-08,8686,web,US,6,26.335775894377985,0.1190658634124834,1
1867848,2025-12-08,15052,mobile,US,2,64.92789813921735,0.04867982136049528,0
1867849,2025-12-08,45332,mobile,US,2,55.62563881995025,0.1401044704435757,0
1867850,2025-12-08,29635,mobile,US,1,56.95954323855478,0.03537035165482573,0
1867851,2025-12-08,20320,web,US,2,30.52088174055192,0.19049744592511653,0
1867852,2025-12-08,26734,web,US,2,39.758415944256214,0.23941705271227784,1
1867853,2025-12-08,34320,mobile,DE,4,26.989575897147287,0.054828815401012955,1
1867854,2025-12-08,9190,mobile,US,6,21.94170413329947,0.17705541908088737,0
1867855,2025-12-08,19276,web,US,3,57.894373254599756,0.10144496853395044,0
1867856,2025-12-08,36289,web,DE,2,9.867244666407622,0.02572658574156419,0
1867857,2025-12-08,23426,web,US,2,16.371569520572983,0.15247005888863902,0
1867858,2025-12-08,42982,store,US,6,91.56084807914954,0.2642706074439809,0
1867859,2025-12-08,24347,mobile,US,4,12.6593107656158,0.16368840848051994,0
1867860,2025-12-08,23553,web,US,3,41.081114988716116,0.27482141561113704,0
1867861,2025-12-08,23134,mobile,US,4,63.16067787703712,0.27520116079475265,0
1867862,2025-12-08,31344,partner,CA,1,27.218016166536156,0.16171954055375523,0
1867863,2025-12-08,10784,store,US,4,64.7754483839128,0.2421425848505955,0
1867864,2025-12-08,20488,web,US,1,82.8823732192093,0.2354179277846309,0
1867865,2025-12-08,13298,web,US,4,17.855240615911725,0.14544516968883728,0
1867866,2025-12-08,24523,mobile,AU,4,52.509924872415205,0.35411057629297354,0
1867867,2025-12-08,40057,mobile,US,4,13.065707974636123,0.21740797206583587,0
1867868,2025-12-08,31369,mobile,US,3,51.06555745915449,0.19656688334127084,0
